99999 1 2
48991 97981 48991 1
9757 19513 9757 1
46751 93501 46751 1
51011 97978 51011 1
47327 94653 47327 1
63962 72076 63962 1
2726 5451 2726 1
59086 81828 59086 1
91528 16944 91528 1
18531 37061 18531 1
58937 82126 58937 1
12204 24407 12204 1
22056 44111 22056 1
5691 11381 5691 1
5773 11545 5773 1
47788 95575 47788 1
20947 41893 20947 1
85659 28682 85659 1
9133 18265 9133 1
30467 60933 30467 1
61571 76858 61571 1
67289 65422 67289 1
66461 67078 66461 1
61658 76684 61658 1
38681 77361 38681 1
77504 44992 77504 1
93357 13286 93357 1
91293 17414 91293 1
96932 6136 96932 1
41832 83663 41832 1
90780 18440 90780 1
82934 34132 82934 1
32501 65001 32501 1
98616 2768 98616 1
71831 56338 71831 1
17256 34511 17256 1
31457 62913 31457 1
50611 98778 50611 1
52717 94566 52717 1
61703 76594 61703 1
47038 94075 47038 1
25635 51269 25635 1
56958 86084 56958 1
48337 96673 48337 1
22457 44913 22457 1
83160 33680 83160 1
70582 58836 70582 1
26318 52635 26318 1
1892 3783 1892 1
17189 34377 17189 1
87741 24518 87741 1
64567 70866 64567 1
63389 73222 63389 1
57299 85402 57299 1
12436 24871 12436 1
89254 21492 89254 1
22683 45365 22683 1
56864 86272 56864 1
62250 75500 62250 1
30605 61209 30605 1
92511 14978 92511 1
2140 4279 2140 1
15046 30091 15046 1
85217 29566 85217 1
31979 63957 31979 1
41574 83147 41574 1
11028 22055 11028 1
30330 60659 30330 1
98362 3276 98362 1
78073 43854 78073 1
36618 73235 36618 1
44641 89281 44641 1
72674 54652 72674 1
47307 94613 47307 1
43690 87379 43690 1
24447 48893 24447 1
89586 20828 89586 1
38354 76707 38354 1
1992 3983 1992 1
14827 29653 14827 1
22825 45649 22825 1
20086 40171 20086 1
15880 31759 15880 1
18626 37251 18626 1
69265 61470 69265 1
52092 95816 52092 1
92483 15034 92483 1
71105 57790 71105 1
34591 69181 34591 1
72788 54424 72788 1
55671 88658 55671 1
41366 82731 41366 1
73797 52406 73797 1
54158 91684 54158 1
30871 61741 30871 1
27939 55877 27939 1
41004 82007 41004 1
29789 59577 29789 1
47568 95135 47568 1
18043 36085 18043 1
65705 68590 65705 1
48865 97729 48865 1
40755 81509 40755 1
92875 14250 92875 1
55982 88036 55982 1
11779 23557 11779 1
93471 13058 93471 1
55621 88758 55621 1
2739 5477 2739 1
87312 25376 87312 1
15074 30147 15074 1
53067 93866 53067 1
13892 27783 13892 1
97103 5794 97103 1
29694 59387 29694 1
68040 63920 68040 1
63144 73712 63144 1
97491 5018 97491 1
49503 99005 49503 1
78038 43924 78038 1
8150 16299 8150 1
14131 28261 14131 1
91485 17030 91485 1
862 1723 862 1
54147 91706 54147 1
10550 21099 10550 1
32888 65775 32888 1
19324 38647 19324 1
34881 69761 34881 1
96582 6836 96582 1
42044 84087 42044 1
13996 27991 13996 1
30259 60517 30259 1
39189 78377 39189 1
27095 54189 27095 1
5236 10471 5236 1
90835 18330 90835 1
41178 82355 41178 1
78804 42392 78804 1
40646 81291 40646 1
43687 87373 43687 1
10447 20893 10447 1
12864 25727 12864 1
83210 33580 83210 1
90499 19002 90499 1
41195 82389 41195 1
91137 17726 91137 1
42852 85703 42852 1
82674 34652 82674 1
50759 98482 50759 1
11745 23489 11745 1
51463 97074 51463 1
25719 51437 25719 1
68326 63348 68326 1
17834 35667 17834 1
5386 10771 5386 1
81570 36860 81570 1
5767 11533 5767 1
32683 65365 32683 1
14287 28573 14287 1
25599 51197 25599 1
79533 40934 79533 1
45360 90719 45360 1
55414 89172 55414 1
23189 46377 23189 1
87930 24140 87930 1
31425 62849 31425 1
29763 59525 29763 1
37998 75995 37998 1
11896 23791 11896 1
4431 8861 4431 1
94959 10082 94959 1
30614 61227 30614 1
94748 10504 94748 1
94187 11626 94187 1
48315 96629 48315 1
51193 97614 51193 1
93222 13556 93222 1
39151 78301 39151 1
22884 45767 22884 1
39682 79363 39682 1
84538 30924 84538 1
83078 33844 83078 1
12771 25541 12771 1
26723 53445 26723 1
7243 14485 7243 1
5019 10037 5019 1
24910 49819 24910 1
76442 47116 76442 1
28470 56939 28470 1
88237 23526 88237 1
56691 86618 56691 1
51716 96568 51716 1
31090 62179 31090 1
34832 69663 34832 1
24432 48863 24432 1
25295 50589 25295 1
35661 71321 35661 1
82325 35350 82325 1
20949 41897 20949 1
60459 79082 60459 1
55893 88214 55893 1
17859 35717 17859 1
89786 20428 89786 1
86779 26442 86779 1
31139 62277 31139 1
72231 55538 72231 1
44059 88117 44059 1
63909 72182 63909 1
73056 53888 73056 1
14364 28727 14364 1
6136 12271 6136 1
84314 31372 84314 1
62314 75372 62314 1
13798 27595 13798 1
78402 43196 78402 1
97488 5024 97488 1
51088 97824 51088 1
2209 4417 2209 1
40556 81111 40556 1
16525 33049 16525 1
57503 84994 57503 1
27592 55183 27592 1
45060 90119 45060 1
82871 34258 82871 1
35443 70885 35443 1
24725 49449 24725 1
60285 79430 60285 1
17906 35811 17906 1
47380 94759 47380 1
7602 15203 7602 1
3440 6879 3440 1
11705 23409 11705 1
17890 35779 17890 1
95339 9322 95339 1
50461 99078 50461 1
27214 54427 27214 1
96232 7536 96232 1
19702 39403 19702 1
90418 19164 90418 1
94612 10776 94612 1
20494 40987 20494 1
85524 28952 85524 1
70929 58142 70929 1
35718 71435 35718 1
46294 92587 46294 1
71488 57024 71488 1
75438 49124 75438 1
96588 6824 96588 1
47122 94243 47122 1
70248 59504 70248 1
11103 22205 11103 1
17105 34209 17105 1
96554 6892 96554 1
28721 57441 28721 1
77874 44252 77874 1
235 469 235 1
19298 38595 19298 1
69791 60418 69791 1
90587 18826 90587 1
33187 66373 33187 1
32523 65045 32523 1
39246 78491 39246 1
58843 82314 58843 1
84053 31894 84053 1
91125 17750 91125 1
18294 36587 18294 1
8831 17661 8831 1
26629 53257 26629 1
1887 3773 1887 1
62422 75156 62422 1
95370 9260 95370 1
81383 37234 81383 1
89988 20024 89988 1
86074 27852 86074 1
57180 85640 57180 1
17574 35147 17574 1
30618 61235 30618 1
8233 16465 8233 1
91256 17488 91256 1
62077 75846 62077 1
73952 52096 73952 1
61942 76116 61942 1
45318 90635 45318 1
30683 61365 30683 1
26133 52265 26133 1
54759 90482 54759 1
82137 35726 82137 1
54750 90500 54750 1
84480 31040 84480 1
32752 65503 32752 1
74658 50684 74658 1
53229 93542 53229 1
80240 39520 80240 1
79511 40978 79511 1
54999 90002 54999 1
47605 95209 47605 1
61266 77468 61266 1
24561 49121 24561 1
45387 90773 45387 1
84319 31362 84319 1
21782 43563 21782 1
65216 69568 65216 1
1212 2423 1212 1
2934 5867 2934 1
48263 96525 48263 1
92000 16000 92000 1
86448 27104 86448 1
96255 7490 96255 1
59643 80714 59643 1
51728 96544 51728 1
6753 13505 6753 1
33692 67383 33692 1
89804 20392 89804 1
88485 23030 88485 1
75414 49172 75414 1
5410 10819 5410 1
60969 78062 60969 1
68259 63482 68259 1
91696 16608 91696 1
10593 21185 10593 1
51344 97312 51344 1
15145 30289 15145 1
68611 62778 68611 1
13516 27031 13516 1
45896 91791 45896 1
69949 60102 69949 1
4545 9089 4545 1
72663 54674 72663 1
95162 9676 95162 1
51494 97012 51494 1
55340 89320 55340 1
97758 4484 97758 1
74525 50950 74525 1
39039 78077 39039 1
49997 99993 49997 1
39611 79221 39611 1
49322 98643 49322 1
12074 24147 12074 1
20880 41759 20880 1
51471 97058 51471 1
90125 19750 90125 1
76665 46670 76665 1
70748 58504 70748 1
108 215 108 1
4449 8897 4449 1
72748 54504 72748 1
5349 10697 5349 1
22019 44037 22019 1
52630 94740 52630 1
94898 10204 94898 1
7860 15719 7860 1
87035 25930 87035 1
16680 33359 16680 1
38381 76761 38381 1
89795 20410 89795 1
590 1179 590 1
82029 35942 82029 1
86882 26236 86882 1
87118 25764 87118 1
63472 73056 63472 1
33374 66747 33374 1
29246 58491 29246 1
55976 88048 55976 1
98969 2062 98969 1
64600 70800 64600 1
15917 31833 15917 1
75606 48788 75606 1
95425 9150 95425 1
64976 70048 64976 1
20615 41229 20615 1
58535 82930 58535 1
34206 68411 34206 1
65130 69740 65130 1
12259 24517 12259 1
33377 66753 33377 1
2282 4563 2282 1
87506 24988 87506 1
93969 12062 93969 1
61813 76374 61813 1
63337 73326 63337 1
43119 86237 43119 1
71434 57132 71434 1
75830 48340 75830 1
99769 462 99769 1
49998 99995 49998 1
50233 99534 50233 1
98392 3216 98392 1
76413 47174 76413 1
55544 88912 55544 1
1543 3085 1543 1
4869 9737 4869 1
77105 45790 77105 1
65121 69758 65121 1
5406 10811 5406 1
45412 90823 45412 1
37012 74023 37012 1
65807 68386 65807 1
68436 63128 68436 1
34031 68061 34031 1
20292 40583 20292 1
66251 67498 66251 1
32118 64235 32118 1
42154 84307 42154 1
71946 56108 71946 1
74014 51972 74014 1
5356 10711 5356 1
89415 21170 89415 1
86479 27042 86479 1
90001 19998 90001 1
86753 26494 86753 1
57670 84660 57670 1
83981 32038 83981 1
76821 46358 76821 1
39629 79257 39629 1
57627 84746 57627 1
1176 2351 1176 1
43492 86983 43492 1
27206 54411 27206 1
38243 76485 38243 1
25791 51581 25791 1
80600 38800 80600 1
4854 9707 4854 1
89958 20084 89958 1
60832 78336 60832 1
73338 53324 73338 1
80707 38586 80707 1
55430 89140 55430 1
23516 47031 23516 1
73694 52612 73694 1
45189 90377 45189 1
57462 85076 57462 1
79370 41260 79370 1
96347 7306 96347 1
91761 16478 91761 1
646 1291 646 1
27364 54727 27364 1
37285 74569 37285 1
1326 2651 1326 1
63615 72770 63615 1
94772 10456 94772 1
96385 7230 96385 1
74786 50428 74786 1
9539 19077 9539 1
23813 47625 23813 1
94793 10414 94793 1
6068 12135 6068 1
97978 4044 97978 1
95667 8666 95667 1
11316 22631 11316 1
68253 63494 68253 1
5760 11519 5760 1
93857 12286 93857 1
93280 13440 93280 1
59691 80618 59691 1
11785 23569 11785 1
35311 70621 35311 1
72263 55474 72263 1
3347 6693 3347 1
49100 98199 49100 1
64732 70536 64732 1
76516 46968 76516 1
31525 63049 31525 1
93715 12570 93715 1
13020 26039 13020 1
6862 13723 6862 1
89500 21000 89500 1
92326 15348 92326 1
85495 29010 85495 1
57098 85804 57098 1
94303 11394 94303 1
80645 38710 80645 1
66340 67320 66340 1
41304 82607 41304 1
28329 56657 28329 1
51603 96794 51603 1
31539 63077 31539 1
6666 13331 6666 1
17690 35379 17690 1
43715 87429 43715 1
31498 62995 31498 1
80728 38544 80728 1
95441 9118 95441 1
54869 90262 54869 1
85807 28386 85807 1
40968 81935 40968 1
32128 64255 32128 1
36917 73833 36917 1
67853 64294 67853 1
84109 31782 84109 1
46926 93851 46926 1
62552 74896 62552 1
67128 65744 67128 1
56344 87312 56344 1
79477 41046 79477 1
26457 52913 26457 1
92047 15906 92047 1
18014 36027 18014 1
82440 35120 82440 1
27014 54027 27014 1
91837 16326 91837 1
13104 26207 13104 1
47639 95277 47639 1
42870 85739 42870 1
39716 79431 39716 1
36119 72237 36119 1
68007 63986 68007 1
23966 47931 23966 1
45035 90069 45035 1
97705 4590 97705 1
45205 90409 45205 1
2769 5537 2769 1
80634 38732 80634 1
64288 71424 64288 1
71930 56140 71930 1
28055 56109 28055 1
78491 43018 78491 1
10455 20909 10455 1
96257 7486 96257 1
33899 67797 33899 1
37397 74793 37397 1
57945 84110 57945 1
32302 64603 32302 1
2212 4423 2212 1
12407 24813 12407 1
85145 29710 85145 1
83727 32546 83727 1
79633 40734 79633 1
54037 91926 54037 1
59321 81358 59321 1
62796 74408 62796 1
46447 92893 46447 1
77728 44544 77728 1
30491 60981 30491 1
4623 9245 4623 1
44570 89139 44570 1
23021 46041 23021 1
98294 3412 98294 1
55162 89676 55162 1
13609 27217 13609 1
3846 7691 3846 1
95090 9820 95090 1
70774 58452 70774 1
15259 30517 15259 1
42681 85361 42681 1
65856 68288 65856 1
5759 11517 5759 1
14668 29335 14668 1
53813 92374 53813 1
68944 62112 68944 1
33152 66303 33152 1
54324 91352 54324 1
99622 756 99622 1
77668 44664 77668 1
63392 73216 63392 1
49053 98105 49053 1
94744 10512 94744 1
99310 1380 99310 1
22573 45145 22573 1
29235 58469 29235 1
32253 64505 32253 1
41067 82133 41067 1
74829 50342 74829 1
68149 63702 68149 1
73753 52494 73753 1
51333 97334 51333 1
72022 55956 72022 1
66652 66696 66652 1
70033 59934 70033 1
72755 54490 72755 1
20942 41883 20942 1
53026 93948 53026 1
80928 38144 80928 1
59500 81000 59500 1
82797 34406 82797 1
59686 80628 59686 1
24817 49633 24817 1
89105 21790 89105 1
52623 94754 52623 1
22610 45219 22610 1
29267 58533 29267 1
34797 69593 34797 1
44128 88255 44128 1
93414 13172 93414 1
61735 76530 61735 1
74500 51000 74500 1
26969 53937 26969 1
25340 50679 25340 1
65933 68134 65933 1
84050 31900 84050 1
41725 83449 41725 1
40985 81969 40985 1
61260 77480 61260 1
80115 39770 80115 1
16207 32413 16207 1
83108 33784 83108 1
18799 37597 18799 1
85072 29856 85072 1
56076 87848 56076 1
98047 3906 98047 1
45583 91165 45583 1
42015 84029 42015 1
46680 93359 46680 1
56604 86792 56604 1
72909 54182 72909 1
19636 39271 19636 1
20110 40219 20110 1
24463 48925 24463 1
73521 52958 73521 1
3622 7243 3622 1
89358 21284 89358 1
19587 39173 19587 1
13885 27769 13885 1
23195 46389 23195 1
88877 22246 88877 1
32965 65929 32965 1
34375 68749 34375 1
43506 87011 43506 1
85159 29682 85159 1
5044 10087 5044 1
49034 98067 49034 1
9085 18169 9085 1
7412 14823 7412 1
89434 21132 89434 1
42480 84959 42480 1
85768 28464 85768 1
79951 40098 79951 1
90956 18088 90956 1
94185 11630 94185 1
61577 76846 61577 1
42776 85551 42776 1
88716 22568 88716 1
58358 83284 58358 1
57577 84846 57577 1
78069 43862 78069 1
46533 93065 46533 1
70436 59128 70436 1
28131 56261 28131 1
87453 25094 87453 1
3364 6727 3364 1
13810 27619 13810 1
13531 27061 13531 1
78409 43182 78409 1
99304 1392 99304 1
9452 18903 9452 1
14641 29281 14641 1
9172 18343 9172 1
89644 20712 89644 1
38672 77343 38672 1
75981 48038 75981 1
48065 96129 48065 1
14485 28969 14485 1
54700 90600 54700 1
12941 25881 12941 1
81551 36898 81551 1
36357 72713 36357 1
65307 69386 65307 1
93744 12512 93744 1
67057 65886 67057 1
11227 22453 11227 1
77026 45948 77026 1
49767 99533 49767 1
93546 12908 93546 1
81460 37080 81460 1
81607 36786 81607 1
21103 42205 21103 1
65540 68920 65540 1
27946 55891 27946 1
84554 30892 84554 1
23492 46983 23492 1
752 1503 752 1
77907 44186 77907 1
62419 75162 62419 1
99944 112 99944 1
877 1753 877 1
23732 47463 23732 1
12799 25597 12799 1
67496 65008 67496 1
1970 3939 1970 1
98901 2198 98901 1
75610 48780 75610 1
81709 36582 81709 1
44904 89807 44904 1
22917 45833 22917 1
62079 75842 62079 1
22380 44759 22380 1
96563 6874 96563 1
13106 26211 13106 1
94244 11512 94244 1
1127 2253 1127 1
1950 3899 1950 1
95177 9646 95177 1
50970 98060 50970 1
38747 77493 38747 1
77247 45506 77247 1
82199 35602 82199 1
75320 49360 75320 1
39541 79081 39541 1
44880 89759 44880 1
55140 89720 55140 1
64004 71992 64004 1
84264 31472 84264 1
8547 17093 8547 1
5115 10229 5115 1
15524 31047 15524 1
93597 12806 93597 1
24575 49149 24575 1
41036 82071 41036 1
80796 38408 80796 1
96610 6780 96610 1
6317 12633 6317 1
95335 9330 95335 1
79634 40732 79634 1
52566 94868 52566 1
11750 23499 11750 1
71123 57754 71123 1
84869 30262 84869 1
64267 71466 64267 1
91448 17104 91448 1
38183 76365 38183 1
19579 39157 19579 1
4557 9113 4557 1
24453 48905 24453 1
7729 15457 7729 1
11878 23755 11878 1
9214 18427 9214 1
6836 13671 6836 1
29649 59297 29649 1
66441 67118 66441 1
99129 1742 99129 1
69378 61244 69378 1
25784 51567 25784 1
49035 98069 49035 1
37378 74755 37378 1
54337 91326 54337 1
32169 64337 32169 1
51263 97474 51263 1
53326 93348 53326 1
76275 47450 76275 1
27085 54169 27085 1
53764 92472 53764 1
56765 86470 56765 1
40840 81679 40840 1
5696 11391 5696 1
41958 83915 41958 1
24240 48479 24240 1
12207 24413 12207 1
82426 35148 82426 1
70838 58324 70838 1
99283 1434 99283 1
63018 73964 63018 1
48741 97481 48741 1
67990 64020 67990 1
71195 57610 71195 1
90623 18754 90623 1
3138 6275 3138 1
47871 95741 47871 1
18784 37567 18784 1
48863 97725 48863 1
78467 43066 78467 1
62752 74496 62752 1
2838 5675 2838 1
18365 36729 18365 1
40725 81449 40725 1
39086 78171 39086 1
85413 29174 85413 1
91114 17772 91114 1
6014 12027 6014 1
27627 55253 27627 1
9490 18979 9490 1
89356 21288 89356 1
48388 96775 48388 1
28537 57073 28537 1
11216 22431 11216 1
95787 8426 95787 1
22839 45677 22839 1
87927 24146 87927 1
71648 56704 71648 1
69283 61434 69283 1
40064 80127 40064 1
60769 78462 60769 1
40975 81949 40975 1
85128 29744 85128 1
1187 2373 1187 1
61701 76598 61701 1
6644 13287 6644 1
39712 79423 39712 1
85585 28830 85585 1
73513 52974 73513 1
97199 5602 97199 1
58448 83104 58448 1
87735 24530 87735 1
37222 74443 37222 1
21531 43061 21531 1
98593 2814 98593 1
82862 34276 82862 1
32634 65267 32634 1
73933 52134 73933 1
74023 51954 74023 1
42176 84351 42176 1
28395 56789 28395 1
5060 10119 5060 1
4480 8959 4480 1
3354 6707 3354 1
40587 81173 40587 1
63890 72220 63890 1
43133 86265 43133 1
3575 7149 3575 1
33992 67983 33992 1
10322 20643 10322 1
42834 85667 42834 1
49572 99143 49572 1
31552 63103 31552 1
7317 14633 7317 1
29178 58355 29178 1
78679 42642 78679 1
39646 79291 39646 1
40871 81741 40871 1
36226 72451 36226 1
50775 98450 50775 1
21499 42997 21499 1
79065 41870 79065 1
74075 51850 74075 1
24389 48777 24389 1
85869 28262 85869 1
90351 19298 90351 1
1827 3653 1827 1
9518 19035 9518 1
25966 51931 25966 1
26322 52643 26322 1
92840 14320 92840 1
75795 48410 75795 1
91702 16596 91702 1
70261 59478 70261 1
60089 79822 60089 1
91082 17836 91082 1
1748 3495 1748 1
16282 32563 16282 1
31915 63829 31915 1
32583 65165 32583 1
97577 4846 97577 1
41155 82309 41155 1
99707 586 99707 1
59217 81566 59217 1
68488 63024 68488 1
87623 24754 87623 1
96460 7080 96460 1
49646 99291 49646 1
42818 85635 42818 1
75385 49230 75385 1
29321 58641 29321 1
93785 12430 93785 1
18731 37461 18731 1
10113 20225 10113 1
68976 62048 68976 1
65591 68818 65591 1
52473 95054 52473 1
55603 88794 55603 1
93276 13448 93276 1
65293 69414 65293 1
39362 78723 39362 1
81295 37410 81295 1
67970 64060 67970 1
76529 46942 76529 1
87 173 87 1
59377 81246 59377 1
89078 21844 89078 1
73025 53950 73025 1
8775 17549 8775 1
87625 24750 87625 1
36642 73283 36642 1
4859 9717 4859 1
45061 90121 45061 1
98834 2332 98834 1
20003 40005 20003 1
48334 96667 48334 1
64887 70226 64887 1
964 1927 964 1
28 55 28 1
60465 79070 60465 1
77007 45986 77007 1
85549 28902 85549 1
41663 83325 41663 1
88948 22104 88948 1
72645 54710 72645 1
36674 73347 36674 1
78754 42492 78754 1
45518 91035 45518 1
25014 50027 25014 1
13308 26615 13308 1
83988 32024 83988 1
9063 18125 9063 1
6445 12889 6445 1
50865 98270 50865 1
50662 98676 50662 1
82823 34354 82823 1
63191 73618 63191 1
2501 5001 2501 1
61698 76604 61698 1
44710 89419 44710 1
98006 3988 98006 1
1828 3655 1828 1
25896 51791 25896 1
59057 81886 59057 1
89975 20050 89975 1
99094 1812 99094 1
89298 21404 89298 1
99558 884 99558 1
38041 76081 38041 1
58892 82216 58892 1
47953 95905 47953 1
81849 36302 81849 1
24646 49291 24646 1
29548 59095 29548 1
39208 78415 39208 1
42198 84395 42198 1
74112 51776 74112 1
59788 80424 59788 1
88173 23654 88173 1
64398 71204 64398 1
26171 52341 26171 1
93583 12834 93583 1
74253 51494 74253 1
18199 36397 18199 1
8787 17573 8787 1
4133 8265 4133 1
46663 93325 46663 1
78154 43692 78154 1
65631 68738 65631 1
20982 41963 20982 1
90911 18178 90911 1
79946 40108 79946 1
84409 31182 84409 1
46571 93141 46571 1
80269 39462 80269 1
48820 97639 48820 1
29323 58645 29323 1
55521 88958 55521 1
65902 68196 65902 1
77969 44062 77969 1
692 1383 692 1
96080 7840 96080 1
60863 78274 60863 1
83570 32860 83570 1
76982 46036 76982 1
14719 29437 14719 1
47994 95987 47994 1
22942 45883 22942 1
64646 70708 64646 1
10486 20971 10486 1
39778 79555 39778 1
50467 99066 50467 1
39327 78653 39327 1
56410 87180 56410 1
13366 26731 13366 1
61441 77118 61441 1
2727 5453 2727 1
59060 81880 59060 1
23864 47727 23864 1
8717 17433 8717 1
67019 65962 67019 1
7760 15519 7760 1
79246 41508 79246 1
9454 18907 9454 1
80130 39740 80130 1
87555 24890 87555 1
76756 46488 76756 1
98846 2308 98846 1
17579 35157 17579 1
15835 31669 15835 1
15063 30125 15063 1
98837 2326 98837 1
33235 66469 33235 1
65773 68454 65773 1
16149 32297 16149 1
34682 69363 34682 1
98732 2536 98732 1
43793 87585 43793 1
97785 4430 97785 1
85592 28816 85592 1
72205 55590 72205 1
14325 28649 14325 1
80576 38848 80576 1
29610 59219 29610 1
75742 48516 75742 1
98941 2118 98941 1
96287 7426 96287 1
87384 25232 87384 1
15754 31507 15754 1
94026 11948 94026 1
50516 98968 50516 1
25740 51479 25740 1
23618 47235 23618 1
17866 35731 17866 1
35532 71063 35532 1
44850 89699 44850 1
42309 84617 42309 1
71155 57690 71155 1
35932 71863 35932 1
52040 95920 52040 1
46982 93963 46982 1
92625 14750 92625 1
66112 67776 66112 1
85450 29100 85450 1
63780 72440 63780 1
26824 53647 26824 1
95618 8764 95618 1
8809 17617 8809 1
4207 8413 4207 1
14852 29703 14852 1
65645 68710 65645 1
26134 52267 26134 1
46163 92325 46163 1
79032 41936 79032 1
16588 33175 16588 1
18242 36483 18242 1
